2025-12-25 16:50:03,638 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 16:53:45,614 | INFO | req=test_session_88 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1896.87}
2025-12-25 16:53:45,722 | INFO | req=test_session_78 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:45,722 | INFO | req=test_session_78 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1171.64}
2025-12-25 16:53:46,003 | INFO | req=test_session_81 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:46,004 | INFO | req=test_session_81 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1440.29}
2025-12-25 16:53:46,089 | INFO | req=test_session_72 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:46,089 | INFO | req=test_session_72 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1369.75}
2025-12-25 16:53:46,133 | INFO | req=test_session_74 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:46,133 | INFO | req=test_session_74 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 2164.54}
2025-12-25 16:53:46,399 | INFO | req=test_session_84 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:46,399 | INFO | req=test_session_84 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1490.13}
2025-12-25 16:53:46,426 | INFO | req=test_session_79 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:46,426 | INFO | req=test_session_79 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1387.2}
2025-12-25 16:53:46,529 | INFO | req=test_session_85 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:46,529 | INFO | req=test_session_85 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1511.91}
2025-12-25 16:53:46,783 | INFO | req=test_session_82 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:46,783 | INFO | req=test_session_82 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1826.34}
2025-12-25 16:53:46,804 | INFO | req=test_session_87 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:46,804 | INFO | req=test_session_87 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1560.24}
2025-12-25 16:53:46,813 | INFO | req=test_session_86 | step=意图识别 | status=成功 | extra={"intent_type": "specific_short_term", "duration_ms": 1228.42}
2025-12-25 16:53:46,814 | INFO | req=test_session_86 | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 458, "duration_ms": 0.85}
2025-12-25 16:53:47,186 | INFO | req=test_session_88 | step=输出给客户端 | status=建议 | extra={"reason": "奇门问题建议转奇门", "qimen_type": 2}
2025-12-25 16:53:47,187 | INFO | req=test_session_88 | step=意图识别 | status=建议走奇门 | extra={"intent_type": "qimen", "duration_ms": 1571.81}
2025-12-25 16:53:47,404 | INFO | req=test_session_86 | step=选项提取 | status=成功 | extra={"option_count": 7, "duration_ms": 588.86}
2025-12-25 16:53:47,425 | INFO | req=test_session_86 | step=选择题抽牌与提示词 | status=成功 | extra={"option_count": 7, "duration_ms": 21.21}
2025-12-25 16:53:47,425 | INFO | req=test_session_86 | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:54:11,573 | INFO | req=test_session_86 | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 24147.71}
2025-12-25 16:54:11,574 | INFO | req=test_session_86 | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 3514}
2025-12-25 16:54:11,574 | INFO | req=test_session_86 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 28177.11}
2025-12-25 16:54:11,576 | INFO | req=test_session_86 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.57}
2025-12-25 16:54:11,579 | INFO | req=test_session_86 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_86", "duration_ms": 4.31}
2025-12-25 16:54:17,063 | INFO | req=test-session-007 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:54:17,063 | INFO | req=test-session-007 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:54:17,064 | INFO | req=test-session-007 | step=签名验证 | status=成功 | extra={"duration_ms": 0.18}
2025-12-25 16:54:17,064 | INFO | req=test-session-007 | step=输入清洗 | status=成功 | extra={"original_length": 33, "cleaned_length": 8, "duration_ms": 0.03}
2025-12-25 16:54:17,064 | INFO | req=test-session-007 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:54:17,064 | INFO | req=test-session-007 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:54:17,064 | INFO | req=test-session-007 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 16:54:17,065 | INFO | req=test-session-007 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.12}
2025-12-25 16:54:18,072 | INFO | req=test-session-007 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1006.56}
2025-12-25 16:54:19,306 | INFO | req=test-session-007 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 16:54:19,307 | INFO | req=test-session-007 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1234.44}
2025-12-25 16:57:59,894 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 16:57:59,895 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:57:59,895 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.22}
2025-12-25 16:57:59,895 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 34, "cleaned_length": 9, "duration_ms": 0.03}
2025-12-25 16:57:59,895 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:57:59,895 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:57:59,895 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:57:59,895 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.08}
2025-12-25 16:57:59,896 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 16:57:59,896 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 401, "duration_ms": 0.65}
2025-12-25 16:58:00,363 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 466.87}
2025-12-25 16:58:00,368 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 4.61}
2025-12-25 16:58:00,369 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:58:04,480 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4111.19}
2025-12-25 16:58:04,480 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 725}
2025-12-25 16:58:04,481 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 4586.45}
2025-12-25 16:58:04,482 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.3}
2025-12-25 16:58:04,485 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 3.28}
2025-12-25 17:01:34,160 | INFO | req=d48e039636af42ffa49400916993b32a | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 1}
2025-12-25 17:01:34,160 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:01:34,160 | INFO | req=d48e039636af42ffa49400916993b32a | step=签名验证 | status=成功 | extra={"duration_ms": 0.16}
2025-12-25 17:01:34,160 | INFO | req=d48e039636af42ffa49400916993b32a | step=输入清洗 | status=成功 | extra={"original_length": 36, "cleaned_length": 11, "duration_ms": 0.03}
2025-12-25 17:01:34,161 | INFO | req=d48e039636af42ffa49400916993b32a | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:01:34,161 | INFO | req=d48e039636af42ffa49400916993b32a | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:01:34,161 | INFO | req=d48e039636af42ffa49400916993b32a | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:01:34,161 | INFO | req=d48e039636af42ffa49400916993b32a | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.11}
2025-12-25 17:01:34,161 | INFO | req=d48e039636af42ffa49400916993b32a | step=意图识别 | status=跳过 | extra={"skip_intent_check": true}
2025-12-25 17:01:34,162 | INFO | req=d48e039636af42ffa49400916993b32a | step=加载上下文 | status=成功 | extra={"history_count": 6, "context_length": 408, "duration_ms": 1.02}
2025-12-25 17:01:34,494 | INFO | req=d48e039636af42ffa49400916993b32a | step=选项提取 | status=成功 | extra={"option_count": 0, "duration_ms": 331.75}
2025-12-25 17:01:34,499 | INFO | req=d48e039636af42ffa49400916993b32a | step=常规抽牌与提示词 | status=成功 | extra={"duration_ms": 4.67}
2025-12-25 17:01:34,500 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=开始 | extra={"phase": "start"}
2025-12-25 17:01:38,906 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式调用 | status=成功 | extra={"final_attempt": 1, "duration_ms": 4405.73}
2025-12-25 17:01:38,906 | INFO | req=d48e039636af42ffa49400916993b32a | step=VLLM流式响应 | status=成功 | extra={"phase": "end", "response_length": 776}
2025-12-25 17:01:38,906 | INFO | req=d48e039636af42ffa49400916993b32a | step=输出给客户端 | status=成功 | extra={"total_time_ms": 4746.46}
2025-12-25 17:01:38,908 | INFO | req=d48e039636af42ffa49400916993b32a | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.13}
2025-12-25 17:01:38,910 | INFO | req=d48e039636af42ffa49400916993b32a | step=数据库日志写入 | status=成功 | extra={"session": "d48e039636af42ffa49400916993b32a", "duration_ms": 2.97}
2025-12-25 17:05:02,753 | INFO | req=test-session-001 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:05:02,753 | INFO | req=test-session-001 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:05:02,753 | INFO | req=test-session-001 | step=签名验证 | status=成功 | extra={"duration_ms": 0.17}
2025-12-25 17:05:02,753 | INFO | req=test-session-001 | step=输入清洗 | status=成功 | extra={"original_length": 35, "cleaned_length": 11, "duration_ms": 0.03}
2025-12-25 17:05:02,754 | INFO | req=test-session-001 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:05:02,754 | INFO | req=test-session-001 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:05:02,754 | INFO | req=test-session-001 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:05:02,754 | INFO | req=test-session-001 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 17:05:03,847 | INFO | req=test-session-001 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1092.89}
2025-12-25 17:05:05,619 | INFO | req=test-session-001 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 17:05:05,619 | INFO | req=test-session-001 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1772.09}
2025-12-25 17:05:24,570 | INFO | req=test-session-001 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:05:24,570 | INFO | req=test-session-001 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:05:24,570 | INFO | req=test-session-001 | step=签名验证 | status=成功 | extra={"duration_ms": 0.17}
2025-12-25 17:05:24,570 | INFO | req=test-session-001 | step=输入清洗 | status=成功 | extra={"original_length": 38, "cleaned_length": 14, "duration_ms": 0.03}
2025-12-25 17:05:24,571 | INFO | req=test-session-001 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:05:24,571 | INFO | req=test-session-001 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:05:24,571 | INFO | req=test-session-001 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:05:24,571 | INFO | req=test-session-001 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 17:05:25,841 | INFO | req=test-session-001 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1269.95}
2025-12-25 17:05:27,091 | INFO | req=test-session-001 | step=输出给客户端 | status=建议 | extra={"reason": "建议使用紫微斗数"}
2025-12-25 17:05:27,091 | INFO | req=test-session-001 | step=意图识别 | status=建议紫薇长周期 | extra={"intent_type": "general_long_term", "duration_ms": 1249.49}
2025-12-25 17:06:11,939 | INFO | req=test_session_7 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:11,940 | INFO | req=test_session_7 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:11,940 | INFO | req=test_session_7 | step=签名验证 | status=成功 | extra={"duration_ms": 0.19}
2025-12-25 17:06:11,940 | INFO | req=test_session_7 | step=输入清洗 | status=成功 | extra={"original_length": 45, "cleaned_length": 21, "duration_ms": 0.03}
2025-12-25 17:06:11,940 | INFO | req=test_session_7 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:11,941 | INFO | req=test_session_7 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:06:11,941 | INFO | req=test_session_7 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:06:11,941 | INFO | req=test_session_7 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.13}
2025-12-25 17:06:12,033 | INFO | req=test_session_6 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,033 | INFO | req=test_session_6 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,033 | INFO | req=test_session_6 | step=签名验证 | status=成功 | extra={"duration_ms": 0.16}
2025-12-25 17:06:12,033 | INFO | req=test_session_6 | step=输入清洗 | status=成功 | extra={"original_length": 40, "cleaned_length": 16, "duration_ms": 0.03}
2025-12-25 17:06:12,034 | INFO | req=test_session_6 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,034 | INFO | req=test_session_6 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,034 | INFO | req=test_session_6 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:06:12,034 | INFO | req=test_session_6 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.11}
2025-12-25 17:06:12,036 | INFO | req=test_session_3 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,036 | INFO | req=test_session_3 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,036 | INFO | req=test_session_3 | step=签名验证 | status=成功 | extra={"duration_ms": 0.06}
2025-12-25 17:06:12,036 | INFO | req=test_session_3 | step=输入清洗 | status=成功 | extra={"original_length": 40, "cleaned_length": 16, "duration_ms": 0.01}
2025-12-25 17:06:12,036 | INFO | req=test_session_3 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,036 | INFO | req=test_session_3 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,036 | INFO | req=test_session_3 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,036 | INFO | req=test_session_3 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:06:12,088 | INFO | req=test_session_9 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,088 | INFO | req=test_session_9 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,089 | INFO | req=test_session_9 | step=签名验证 | status=成功 | extra={"duration_ms": 0.07}
2025-12-25 17:06:12,089 | INFO | req=test_session_9 | step=输入清洗 | status=成功 | extra={"original_length": 37, "cleaned_length": 13, "duration_ms": 0.01}
2025-12-25 17:06:12,089 | INFO | req=test_session_9 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,089 | INFO | req=test_session_9 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,089 | INFO | req=test_session_9 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,089 | INFO | req=test_session_9 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:06:12,155 | INFO | req=test_session_2 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,155 | INFO | req=test_session_2 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,155 | INFO | req=test_session_2 | step=签名验证 | status=成功 | extra={"duration_ms": 0.05}
2025-12-25 17:06:12,155 | INFO | req=test_session_2 | step=输入清洗 | status=成功 | extra={"original_length": 38, "cleaned_length": 14, "duration_ms": 0.01}
2025-12-25 17:06:12,155 | INFO | req=test_session_2 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,155 | INFO | req=test_session_2 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,155 | INFO | req=test_session_2 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,156 | INFO | req=test_session_2 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:06:12,189 | INFO | req=test_session_10 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,189 | INFO | req=test_session_10 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,189 | INFO | req=test_session_10 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:06:12,189 | INFO | req=test_session_10 | step=输入清洗 | status=成功 | extra={"original_length": 41, "cleaned_length": 17, "duration_ms": 0.02}
2025-12-25 17:06:12,190 | INFO | req=test_session_10 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,190 | INFO | req=test_session_10 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,190 | INFO | req=test_session_10 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 17:06:12,190 | INFO | req=test_session_10 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.13}
2025-12-25 17:06:12,251 | INFO | req=test_session_0 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,251 | INFO | req=test_session_0 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,252 | INFO | req=test_session_0 | step=签名验证 | status=成功 | extra={"duration_ms": 0.07}
2025-12-25 17:06:12,252 | INFO | req=test_session_0 | step=输入清洗 | status=成功 | extra={"original_length": 39, "cleaned_length": 15, "duration_ms": 0.01}
2025-12-25 17:06:12,252 | INFO | req=test_session_0 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,252 | INFO | req=test_session_0 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,252 | INFO | req=test_session_0 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,252 | INFO | req=test_session_0 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 17:06:12,411 | INFO | req=test_session_4 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,411 | INFO | req=test_session_4 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,411 | INFO | req=test_session_4 | step=签名验证 | status=成功 | extra={"duration_ms": 0.13}
2025-12-25 17:06:12,411 | INFO | req=test_session_4 | step=输入清洗 | status=成功 | extra={"original_length": 38, "cleaned_length": 14, "duration_ms": 0.01}
2025-12-25 17:06:12,411 | INFO | req=test_session_4 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,411 | INFO | req=test_session_4 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,411 | INFO | req=test_session_4 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,412 | INFO | req=test_session_4 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:06:12,441 | INFO | req=test_session_8 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,441 | INFO | req=test_session_8 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,441 | INFO | req=test_session_8 | step=签名验证 | status=成功 | extra={"duration_ms": 0.12}
2025-12-25 17:06:12,441 | INFO | req=test_session_8 | step=输入清洗 | status=成功 | extra={"original_length": 38, "cleaned_length": 14, "duration_ms": 0.02}
2025-12-25 17:06:12,441 | INFO | req=test_session_8 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,441 | INFO | req=test_session_8 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,442 | INFO | req=test_session_8 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 17:06:12,442 | INFO | req=test_session_8 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.09}
2025-12-25 17:06:12,449 | INFO | req=test_session_1 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,449 | INFO | req=test_session_1 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,450 | INFO | req=test_session_1 | step=签名验证 | status=成功 | extra={"duration_ms": 0.05}
2025-12-25 17:06:12,450 | INFO | req=test_session_1 | step=输入清洗 | status=成功 | extra={"original_length": 38, "cleaned_length": 14, "duration_ms": 0.01}
2025-12-25 17:06:12,450 | INFO | req=test_session_1 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,450 | INFO | req=test_session_1 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,450 | INFO | req=test_session_1 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,450 | INFO | req=test_session_1 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:06:12,453 | INFO | req=test_session_5 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,453 | INFO | req=test_session_5 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,453 | INFO | req=test_session_5 | step=签名验证 | status=成功 | extra={"duration_ms": 0.05}
2025-12-25 17:06:12,453 | INFO | req=test_session_5 | step=输入清洗 | status=成功 | extra={"original_length": 36, "cleaned_length": 12, "duration_ms": 0.01}
2025-12-25 17:06:12,453 | INFO | req=test_session_5 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,453 | INFO | req=test_session_5 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,453 | INFO | req=test_session_5 | step=金融投资检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 17:06:12,453 | INFO | req=test_session_5 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.05}
2025-12-25 17:06:12,518 | INFO | req=test_session_11 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 17:06:12,518 | INFO | req=test_session_11 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 17:06:12,518 | INFO | req=test_session_11 | step=签名验证 | status=成功 | extra={"duration_ms": 0.05}
2025-12-25 17:06:12,518 | INFO | req=test_session_11 | step=输入清洗 | status=成功 | extra={"original_length": 40, "cleaned_length": 16, "duration_ms": 0.01}
