2025-12-25 16:51:46,733 | INFO | req=test_session_3 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:52:12,936 | INFO | req=test_session_75 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4525.73}
2025-12-25 16:52:12,942 | INFO | req=test_session_75 | step=数据库查询 | status=成功 | extra={"data_count": 4, "duration_ms": 5.84}
2025-12-25 16:52:12,943 | INFO | req=test_session_75 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,135 | INFO | req=test_session_72 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4710.94}
2025-12-25 16:52:13,173 | INFO | req=test_session_72 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 37.6}
2025-12-25 16:52:13,174 | INFO | req=test_session_72 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,192 | INFO | req=test_session_67 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4778.52}
2025-12-25 16:52:13,199 | INFO | req=test_session_67 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 6.08}
2025-12-25 16:52:13,199 | INFO | req=test_session_67 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,260 | INFO | req=test_session_66 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4865.9}
2025-12-25 16:52:13,266 | INFO | req=test_session_66 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 5.88}
2025-12-25 16:52:13,266 | INFO | req=test_session_66 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,284 | INFO | req=test_session_79 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 4877.4}
2025-12-25 16:52:13,289 | INFO | req=test_session_79 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 5.54}
2025-12-25 16:52:13,290 | INFO | req=test_session_79 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,398 | INFO | req=test_session_65 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5004.24}
2025-12-25 16:52:13,411 | INFO | req=test_session_65 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 13.43}
2025-12-25 16:52:13,412 | INFO | req=test_session_65 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,430 | INFO | req=test_session_73 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5025.91}
2025-12-25 16:52:13,436 | INFO | req=test_session_73 | step=数据库查询 | status=成功 | extra={"data_count": 9, "duration_ms": 6.15}
2025-12-25 16:52:13,437 | INFO | req=test_session_73 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,598 | INFO | req=test_session_74 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5175.9}
2025-12-25 16:52:13,605 | INFO | req=test_session_74 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 6.32}
2025-12-25 16:52:13,605 | INFO | req=test_session_74 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,659 | INFO | req=test_session_70 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5260.03}
2025-12-25 16:52:13,665 | INFO | req=test_session_70 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 5.92}
2025-12-25 16:52:13,666 | INFO | req=test_session_70 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,785 | INFO | req=test_session_61 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5393.68}
2025-12-25 16:52:13,798 | INFO | req=test_session_61 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 12.98}
2025-12-25 16:52:13,798 | INFO | req=test_session_61 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,853 | INFO | req=test_session_78 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5435.41}
2025-12-25 16:52:13,855 | INFO | req=test_session_69 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5435.32}
2025-12-25 16:52:13,862 | INFO | req=test_session_69 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 6.18}
2025-12-25 16:52:13,862 | INFO | req=test_session_69 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,868 | INFO | req=test_session_78 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 14.53}
2025-12-25 16:52:13,868 | INFO | req=test_session_78 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:13,879 | INFO | req=test_session_64 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5487.06}
2025-12-25 16:52:13,883 | INFO | req=test_session_64 | step=数据库查询 | status=成功 | extra={"data_count": 0, "duration_ms": 4.04}
2025-12-25 16:52:14,158 | INFO | req=test_session_76 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5756.35}
2025-12-25 16:52:14,160 | INFO | req=test_session_82 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:52:14,160 | INFO | req=test_session_82 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:52:14,160 | INFO | req=test_session_82 | step=签名验证 | status=成功 | extra={"duration_ms": 0.08}
2025-12-25 16:52:14,160 | INFO | req=test_session_82 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.09}
2025-12-25 16:52:14,160 | INFO | req=test_session_82 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:52:14,160 | INFO | req=test_session_82 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:52:14,161 | INFO | req=test_session_82 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:14,161 | INFO | req=test_session_82 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.03}
2025-12-25 16:52:14,164 | INFO | req=test_session_76 | step=数据库查询 | status=成功 | extra={"data_count": 1, "duration_ms": 6.3}
2025-12-25 16:52:14,165 | INFO | req=test_session_76 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:14,200 | INFO | req=test_session_80 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 95}
2025-12-25 16:52:14,200 | INFO | req=test_session_80 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 12436.29}
2025-12-25 16:52:14,201 | INFO | req=test_session_80 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.54}
2025-12-25 16:52:14,203 | INFO | req=test_session_80 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_80", "duration_ms": 2.63}
2025-12-25 16:52:14,347 | INFO | req=test_session_77 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 114}
2025-12-25 16:52:14,347 | INFO | req=test_session_77 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 14390.76}
2025-12-25 16:52:14,349 | INFO | req=test_session_77 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.65}
2025-12-25 16:52:14,350 | INFO | req=test_session_77 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_77", "duration_ms": 2.2}
2025-12-25 16:52:14,367 | INFO | req=test_session_68 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 5970.71}
2025-12-25 16:52:14,371 | INFO | req=test_session_68 | step=数据库查询 | status=成功 | extra={"data_count": 2, "duration_ms": 3.73}
2025-12-25 16:52:14,372 | INFO | req=test_session_68 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:14,487 | INFO | req=test_session_83 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:52:14,487 | INFO | req=test_session_83 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:52:14,488 | INFO | req=test_session_83 | step=签名验证 | status=成功 | extra={"duration_ms": 0.16}
2025-12-25 16:52:14,488 | INFO | req=test_session_83 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.22}
2025-12-25 16:52:14,488 | INFO | req=test_session_83 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:14,488 | INFO | req=test_session_83 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 16:52:14,489 | INFO | req=test_session_83 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 16:52:14,489 | INFO | req=test_session_83 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 16:52:14,627 | INFO | req=test_session_84 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:52:14,627 | INFO | req=test_session_84 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:52:14,627 | INFO | req=test_session_84 | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 16:52:14,628 | INFO | req=test_session_84 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.19}
2025-12-25 16:52:14,628 | INFO | req=test_session_84 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 16:52:14,628 | INFO | req=test_session_84 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:14,628 | INFO | req=test_session_84 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 16:52:14,628 | INFO | req=test_session_84 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 16:52:14,781 | INFO | req=test_session_75 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 69}
2025-12-25 16:52:14,781 | INFO | req=test_session_75 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 14803.1}
2025-12-25 16:52:14,783 | INFO | req=test_session_75 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.82}
2025-12-25 16:52:14,784 | INFO | req=test_session_75 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_75", "duration_ms": 2.3}
2025-12-25 16:52:14,808 | INFO | req=test_session_62 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 102}
2025-12-25 16:52:14,808 | INFO | req=test_session_62 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 17441.71}
2025-12-25 16:52:14,811 | INFO | req=test_session_62 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.77}
2025-12-25 16:52:14,811 | INFO | req=test_session_62 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_62", "duration_ms": 2.31}
2025-12-25 16:52:14,859 | INFO | req=test_session_81 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 6429.93}
2025-12-25 16:52:14,866 | INFO | req=test_session_81 | step=数据库查询 | status=成功 | extra={"data_count": 10, "duration_ms": 6.76}
2025-12-25 16:52:14,867 | INFO | req=test_session_81 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:15,050 | INFO | req=test_session_74 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 114}
2025-12-25 16:52:15,050 | INFO | req=test_session_74 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 15464.47}
2025-12-25 16:52:15,051 | INFO | req=test_session_74 | step=会话历史写入 | status=成功 | extra={"duration_ms": 0.85}
2025-12-25 16:52:15,052 | INFO | req=test_session_74 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_74", "duration_ms": 2.08}
2025-12-25 16:52:15,098 | INFO | req=test_session_85 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:52:15,098 | INFO | req=test_session_85 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:52:15,098 | INFO | req=test_session_85 | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 16:52:15,099 | INFO | req=test_session_85 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.2}
2025-12-25 16:52:15,099 | INFO | req=test_session_85 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:15,099 | INFO | req=test_session_85 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:15,099 | INFO | req=test_session_85 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 16:52:15,099 | INFO | req=test_session_85 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.07}
2025-12-25 16:52:15,116 | INFO | req=test_session_86 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:52:15,117 | INFO | req=test_session_86 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:52:15,117 | INFO | req=test_session_86 | step=签名验证 | status=成功 | extra={"duration_ms": 0.12}
2025-12-25 16:52:15,117 | INFO | req=test_session_86 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.17}
2025-12-25 16:52:15,117 | INFO | req=test_session_86 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:15,118 | INFO | req=test_session_86 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:15,118 | INFO | req=test_session_86 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 16:52:15,118 | INFO | req=test_session_86 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 16:52:15,119 | INFO | req=test_session_76 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 28}
2025-12-25 16:52:15,119 | INFO | req=test_session_76 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 14936.0}
2025-12-25 16:52:15,121 | INFO | req=test_session_76 | step=会话历史写入 | status=成功 | extra={"duration_ms": 0.94}
2025-12-25 16:52:15,122 | INFO | req=test_session_76 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_76", "duration_ms": 2.11}
2025-12-25 16:52:15,124 | INFO | req=test_session_79 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 117}
2025-12-25 16:52:15,124 | INFO | req=test_session_79 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 14977.4}
2025-12-25 16:52:15,125 | INFO | req=test_session_79 | step=会话历史写入 | status=成功 | extra={"duration_ms": 0.73}
2025-12-25 16:52:15,126 | INFO | req=test_session_79 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_79", "duration_ms": 1.76}
2025-12-25 16:52:15,301 | INFO | req=test_session_66 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 95}
2025-12-25 16:52:15,302 | INFO | req=test_session_66 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 16647.79}
2025-12-25 16:52:15,303 | INFO | req=test_session_66 | step=会话历史写入 | status=成功 | extra={"duration_ms": 0.98}
2025-12-25 16:52:15,304 | INFO | req=test_session_66 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_66", "duration_ms": 1.75}
2025-12-25 16:52:15,335 | INFO | req=test_session_73 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 108}
2025-12-25 16:52:15,336 | INFO | req=test_session_73 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 15803.88}
2025-12-25 16:52:15,338 | INFO | req=test_session_73 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.64}
2025-12-25 16:52:15,338 | INFO | req=test_session_73 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_73", "duration_ms": 2.06}
2025-12-25 16:52:15,359 | INFO | req=test_session_87 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:52:15,359 | INFO | req=test_session_87 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:52:15,359 | INFO | req=test_session_87 | step=签名验证 | status=成功 | extra={"duration_ms": 0.15}
2025-12-25 16:52:15,360 | INFO | req=test_session_87 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.19}
2025-12-25 16:52:15,360 | INFO | req=test_session_87 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:15,360 | INFO | req=test_session_87 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:15,360 | INFO | req=test_session_87 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.03}
2025-12-25 16:52:15,360 | INFO | req=test_session_87 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.06}
2025-12-25 16:52:15,429 | INFO | req=test_session_88 | step=请求入站 | status=开始 | extra={"appid": "yingshi_appid", "skip_intent_check": 0}
2025-12-25 16:52:15,429 | INFO | req=test_session_88 | step=会话管理初始化 | status=成功 | extra={"manager": "AsyncClusterRedisChatMessageHistory"}
2025-12-25 16:52:15,429 | INFO | req=test_session_88 | step=签名验证 | status=成功 | extra={"duration_ms": 0.1}
2025-12-25 16:52:15,430 | INFO | req=test_session_88 | step=用户信息提取 | status=成功 | extra={"has_user_info": true, "duration_ms": 0.13}
2025-12-25 16:52:15,430 | INFO | req=test_session_88 | step=政治敏感检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:52:15,430 | INFO | req=test_session_88 | step=乱码检测 | status=成功 | extra={"hit": false, "duration_ms": 0.01}
2025-12-25 16:52:15,430 | INFO | req=test_session_88 | step=金融投资拦截 | status=成功 | extra={"hit": false, "duration_ms": 0.02}
2025-12-25 16:52:15,430 | INFO | req=test_session_88 | step=重大时间点检测 | status=成功 | extra={"hit": false, "category": "", "duration_ms": 0.04}
2025-12-25 16:52:15,481 | INFO | req=test_session_61 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 106}
2025-12-25 16:52:15,481 | INFO | req=test_session_61 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 18343.56}
2025-12-25 16:52:15,482 | INFO | req=test_session_61 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.19}
2025-12-25 16:52:15,484 | INFO | req=test_session_61 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_61", "duration_ms": 2.24}
2025-12-25 16:52:15,494 | INFO | req=test_session_72 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 125}
2025-12-25 16:52:15,494 | INFO | req=test_session_72 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 15522.89}
2025-12-25 16:52:15,496 | INFO | req=test_session_72 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.19}
2025-12-25 16:52:15,496 | INFO | req=test_session_72 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_72", "duration_ms": 1.72}
2025-12-25 16:52:15,540 | INFO | req=test_session_78 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 90}
2025-12-25 16:52:15,540 | INFO | req=test_session_78 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 15442.04}
2025-12-25 16:52:15,542 | INFO | req=test_session_78 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.6}
2025-12-25 16:52:15,543 | INFO | req=test_session_78 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_78", "duration_ms": 2.14}
2025-12-25 16:52:15,546 | INFO | req=test_session_71 | step=第二层意图识别 | status=成功 | extra={"qimen_type": "type2", "duration_ms": 7129.92}
2025-12-25 16:52:15,549 | INFO | req=test_session_68 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 59}
2025-12-25 16:52:15,549 | INFO | req=test_session_68 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 15856.02}
2025-12-25 16:52:15,552 | INFO | req=test_session_71 | step=数据库查询 | status=成功 | extra={"data_count": 9, "duration_ms": 6.28}
2025-12-25 16:52:15,552 | INFO | req=test_session_71 | step=LLM最终响应 | status=开始 | extra={"phase": "start"}
2025-12-25 16:52:15,553 | INFO | req=test_session_68 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_68", "duration_ms": 3.03}
2025-12-25 16:52:15,553 | INFO | req=test_session_68 | step=会话历史写入 | status=成功 | extra={"duration_ms": 3.36}
2025-12-25 16:52:15,565 | INFO | req=test_session_70 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 82}
2025-12-25 16:52:15,565 | INFO | req=test_session_70 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 15741.33}
2025-12-25 16:52:15,567 | INFO | req=test_session_70 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.23}
2025-12-25 16:52:15,567 | INFO | req=test_session_70 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_70", "duration_ms": 1.84}
2025-12-25 16:52:15,570 | INFO | req=test_session_67 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 109}
2025-12-25 16:52:15,570 | INFO | req=test_session_67 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 15952.45}
2025-12-25 16:52:15,571 | INFO | req=test_session_67 | step=会话历史写入 | status=成功 | extra={"duration_ms": 0.72}
2025-12-25 16:52:15,572 | INFO | req=test_session_67 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_67", "duration_ms": 1.61}
2025-12-25 16:52:15,595 | INFO | req=test_session_69 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 103}
2025-12-25 16:52:15,596 | INFO | req=test_session_69 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 15842.06}
2025-12-25 16:52:15,598 | INFO | req=test_session_69 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.69}
2025-12-25 16:52:15,598 | INFO | req=test_session_69 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_69", "duration_ms": 2.0}
2025-12-25 16:52:15,600 | INFO | req=test_session_65 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 96}
2025-12-25 16:52:15,600 | INFO | req=test_session_65 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 17710.2}
2025-12-25 16:52:15,601 | INFO | req=test_session_65 | step=会话历史写入 | status=成功 | extra={"duration_ms": 0.65}
2025-12-25 16:52:15,602 | INFO | req=test_session_65 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_65", "duration_ms": 1.6}
2025-12-25 16:52:15,806 | INFO | req=test_session_82 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1645.66}
2025-12-25 16:52:16,020 | INFO | req=test_session_83 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1530.86}
2025-12-25 16:52:16,414 | INFO | req=test_session_81 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 42}
2025-12-25 16:52:16,414 | INFO | req=test_session_81 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 14535.64}
2025-12-25 16:52:16,416 | INFO | req=test_session_81 | step=会话历史写入 | status=成功 | extra={"duration_ms": 1.25}
2025-12-25 16:52:16,418 | INFO | req=test_session_81 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_81", "duration_ms": 2.54}
2025-12-25 16:52:16,752 | INFO | req=test_session_84 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2123.88}
2025-12-25 16:52:16,801 | INFO | req=test_session_82 | step=意图识别 | status=成功 | extra={"duration_ms": 994.41}
2025-12-25 16:52:16,801 | INFO | req=test_session_82 | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.11}
2025-12-25 16:52:16,802 | INFO | req=test_session_82 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.37}
2025-12-25 16:52:16,981 | INFO | req=test_session_86 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1862.96}
2025-12-25 16:52:17,094 | INFO | req=test_session_87 | step=时间范围识别 | status=成功 | extra={"duration_ms": 1734.14}
2025-12-25 16:52:17,284 | INFO | req=test_session_83 | step=意图识别 | status=成功 | extra={"duration_ms": 1264.55}
2025-12-25 16:52:17,285 | INFO | req=test_session_83 | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "long", "duration_ms": 0.01}
2025-12-25 16:52:17,285 | INFO | req=test_session_83 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.42}
2025-12-25 16:52:17,367 | INFO | req=test_session_71 | step=LLM最终响应 | status=成功 | extra={"phase": "end", "response_length": 113}
2025-12-25 16:52:17,367 | INFO | req=test_session_71 | step=输出给客户端 | status=成功 | extra={"total_time_ms": 17369.48}
2025-12-25 16:52:17,368 | INFO | req=test_session_71 | step=会话历史写入 | status=成功 | extra={"duration_ms": 0.94}
2025-12-25 16:52:17,370 | INFO | req=test_session_71 | step=数据库日志写入 | status=成功 | extra={"session": "test_session_71", "duration_ms": 2.21}
2025-12-25 16:52:17,859 | INFO | req=test_session_88 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2429.04}
2025-12-25 16:52:17,911 | INFO | req=test_session_85 | step=时间范围识别 | status=成功 | extra={"duration_ms": 2811.67}
2025-12-25 16:52:18,188 | INFO | req=test_session_86 | step=意图识别 | status=成功 | extra={"duration_ms": 1206.92}
2025-12-25 16:52:18,188 | INFO | req=test_session_86 | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.11}
2025-12-25 16:52:18,189 | INFO | req=test_session_86 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.4}
2025-12-25 16:52:18,228 | INFO | req=test_session_84 | step=意图识别 | status=成功 | extra={"duration_ms": 1475.26}
2025-12-25 16:52:18,228 | INFO | req=test_session_84 | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "long", "duration_ms": 0.1}
2025-12-25 16:52:18,229 | INFO | req=test_session_84 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.37}
2025-12-25 16:52:18,232 | INFO | req=test_session_87 | step=意图识别 | status=成功 | extra={"duration_ms": 1137.54}
2025-12-25 16:52:18,232 | INFO | req=test_session_87 | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "long", "duration_ms": 0.0}
2025-12-25 16:52:18,232 | INFO | req=test_session_87 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.16}
2025-12-25 16:52:18,956 | INFO | req=test_session_88 | step=意图识别 | status=成功 | extra={"duration_ms": 1096.46}
2025-12-25 16:52:18,956 | INFO | req=test_session_88 | step=时间范围识别和意图识别 | status=成功 | extra={"query_type": "qimen", "time_duration_type": "short", "duration_ms": 0.08}
2025-12-25 16:52:18,957 | INFO | req=test_session_88 | step=查询标签类型 | status=成功 | extra={"duration_ms": 0.25}
2025-12-25 16:52:19,966 | INFO | req=test_session_85 | step=意图识别 | status=成功 | extra={"duration_ms": 2054.52}
