2025-12-24 19:48:22,102 | INFO | 成功获取请求 | 成功 | request_id=da886b26 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:54:57,413 | INFO | 成功获取数据库信息 | 成功 | request_id=ea4e32ed | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:55:00,197 | INFO | 拒绝：违法内容 | 拒绝 | request_id=ea4e32ed | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:55:00,202 | INFO | 成功输出给客户端 | 成功 | request_id=ea4e32ed | {"total_time_sec": 2.79, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:55:15,874 | INFO | 成功获取请求 | 成功 | request_id=5f3fefc1 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:55:15,876 | INFO | 成功获取数据库信息 | 成功 | request_id=5f3fefc1 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:55:18,184 | INFO | 拒绝：违法内容 | 拒绝 | request_id=5f3fefc1 | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:55:18,189 | INFO | 成功输出给客户端 | 成功 | request_id=5f3fefc1 | {"total_time_sec": 2.314, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:55:33,430 | INFO | 成功获取请求 | 成功 | request_id=3c5fad24 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:55:33,432 | INFO | 成功获取数据库信息 | 成功 | request_id=3c5fad24 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:55:35,341 | INFO | 拒绝：违法内容 | 拒绝 | request_id=3c5fad24 | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:55:35,347 | INFO | 成功输出给客户端 | 成功 | request_id=3c5fad24 | {"total_time_sec": 1.916, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:55:50,641 | INFO | 成功获取请求 | 成功 | request_id=6a974c49 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:55:50,643 | INFO | 成功获取数据库信息 | 成功 | request_id=6a974c49 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:55:53,183 | INFO | 拒绝：违法内容 | 拒绝 | request_id=6a974c49 | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:55:53,187 | INFO | 成功输出给客户端 | 成功 | request_id=6a974c49 | {"total_time_sec": 2.545, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:56:01,427 | INFO | 成功获取请求 | 成功 | request_id=f22f2254 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:56:01,430 | INFO | 成功获取数据库信息 | 成功 | request_id=f22f2254 | {"session_id": "test-session-001", "duration_sec": 0.001}
2025-12-25 19:56:06,644 | INFO | 多大运分析：引导用户选择 | 成功 | request_id=f22f2254 | {"reason": "multi_decadal_analysis", "session_id": "test-session-001", "core_question": "我哪个的财运最好？"}
2025-12-25 19:56:06,652 | INFO | 成功输出给客户端 | 成功 | request_id=f22f2254 | {"total_time_sec": 5.223, "session_id": "test-session-001"}
2025-12-25 19:56:08,505 | INFO | 成功获取请求 | 成功 | request_id=b3688061 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:56:08,506 | INFO | 成功获取数据库信息 | 成功 | request_id=b3688061 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:56:10,669 | INFO | 拒绝：违法内容 | 拒绝 | request_id=b3688061 | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:56:10,674 | INFO | 成功输出给客户端 | 成功 | request_id=b3688061 | {"total_time_sec": 2.168, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:56:25,969 | INFO | 成功获取请求 | 成功 | request_id=276035b8 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:56:25,971 | INFO | 成功获取数据库信息 | 成功 | request_id=276035b8 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:56:28,419 | INFO | 拒绝：违法内容 | 拒绝 | request_id=276035b8 | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:56:28,423 | INFO | 成功输出给客户端 | 成功 | request_id=276035b8 | {"total_time_sec": 2.452, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:56:43,706 | INFO | 成功获取请求 | 成功 | request_id=8470d30b | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:56:43,708 | INFO | 成功获取数据库信息 | 成功 | request_id=8470d30b | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:56:46,319 | INFO | 拒绝：违法内容 | 拒绝 | request_id=8470d30b | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:56:46,323 | INFO | 成功输出给客户端 | 成功 | request_id=8470d30b | {"total_time_sec": 2.616, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:57:01,640 | INFO | 成功获取请求 | 成功 | request_id=4022cac3 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:57:01,642 | INFO | 成功获取数据库信息 | 成功 | request_id=4022cac3 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:57:03,630 | INFO | 拒绝：违法内容 | 拒绝 | request_id=4022cac3 | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:57:03,635 | INFO | 成功输出给客户端 | 成功 | request_id=4022cac3 | {"total_time_sec": 1.995, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:57:19,032 | INFO | 成功获取请求 | 成功 | request_id=1be61c37 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:57:19,035 | INFO | 成功获取数据库信息 | 成功 | request_id=1be61c37 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:57:21,573 | INFO | 拒绝：违法内容 | 拒绝 | request_id=1be61c37 | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:57:21,577 | INFO | 成功输出给客户端 | 成功 | request_id=1be61c37 | {"total_time_sec": 2.544, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:57:36,843 | INFO | 成功获取请求 | 成功 | request_id=4b66c7bb | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:57:36,844 | INFO | 拒绝：重大事件关键词检测 | 拒绝 | request_id=4b66c7bb | {"reason": "重大事件关键词检测", "category": "人生大事", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:57:52,358 | INFO | 成功获取请求 | 成功 | request_id=48a725fd | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:57:52,362 | INFO | 成功获取数据库信息 | 成功 | request_id=48a725fd | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.002}
2025-12-25 19:57:54,399 | INFO | 拒绝：违法内容 | 拒绝 | request_id=48a725fd | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:57:54,405 | INFO | 成功输出给客户端 | 成功 | request_id=48a725fd | {"total_time_sec": 2.046, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:58:09,918 | INFO | 成功获取请求 | 成功 | request_id=2bc3e8e1 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:58:09,920 | INFO | 成功获取数据库信息 | 成功 | request_id=2bc3e8e1 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:58:12,601 | INFO | 建议：智慧卡服务 | 建议 | request_id=2bc3e8e1 | {"reason": "更适合智慧卡", "intent_type": "specific_short_term", "intent_reason": "用户询问朋友的心理问题严重程度，属于对他人具体健康状况的判断，关注的是某一次具体事件的结果，且问题核心是评估心理状态是否严重，属于短期或长期的具体事件咨询。", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:58:12,606 | INFO | 成功输出给客户端 | 成功 | request_id=2bc3e8e1 | {"total_time_sec": 2.687, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:58:27,923 | INFO | 成功获取请求 | 成功 | request_id=d7302ae3 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:58:27,924 | INFO | 成功获取数据库信息 | 成功 | request_id=d7302ae3 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:58:30,288 | INFO | 拒绝：违法内容 | 拒绝 | request_id=d7302ae3 | {"reason": "违法内容检测", "intent_type": "illegal_content", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:58:30,293 | INFO | 成功输出给客户端 | 成功 | request_id=d7302ae3 | {"total_time_sec": 2.37, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:58:45,674 | INFO | 成功获取请求 | 成功 | request_id=2a9ca31b | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:58:45,675 | INFO | 成功获取数据库信息 | 成功 | request_id=2a9ca31b | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 19:58:49,503 | INFO | 建议：智慧卡服务 | 建议 | request_id=2a9ca31b | {"reason": "更适合智慧卡", "intent_type": "specific_short_term", "intent_reason": "问题询问明年是否会有血光之灾，时间跨度为明年（超过一个月），属于长期时间范围；核心是针对具体事件（血光之灾）的结果预测，关注的是某一次具体灾难性事件是否会发生，属于对具体事件结果的询问。", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:58:49,508 | INFO | 成功输出给客户端 | 成功 | request_id=2a9ca31b | {"total_time_sec": 3.833, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:58:50,867 | INFO | 成功获取请求 | 成功 | request_id=a75114af | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:58:50,869 | INFO | 成功获取数据库信息 | 成功 | request_id=a75114af | {"session_id": "test-session-001", "duration_sec": 0.001}
2025-12-25 19:58:56,854 | INFO | 澄清：多流年问题，需要用户选择具体年份 | 澄清 | request_id=a75114af | {"years_to_analyze": [2025, 2026, 2027], "session_id": "test-session-001", "scope": "2025-2027", "core_question": "我未来三年财运如何？"}
2025-12-25 19:58:56,861 | INFO | 成功输出给客户端 | 成功 | request_id=a75114af | {"total_time_sec": 5.992, "session_id": "test-session-001"}
2025-12-25 19:59:05,192 | INFO | 成功获取请求 | 成功 | request_id=7d99b651 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:59:05,193 | INFO | 拒绝：乱码检测 | 拒绝 | request_id=7d99b651 | {"reason": "乱码检测", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 19:59:20,492 | INFO | 错误：HTTP异常 | 失败 | request_id=bd6d57f6 | {"reason": "HTTP异常", "status_code": 400, "detail": "请求数据格式不正确，无法处理。JSON解析错误: Expecting property name enclosed in double quotes", "path": "/chat_yingshis_V10_23", "method": "POST"}
2025-12-25 19:59:35,898 | INFO | 错误：HTTP异常 | 失败 | request_id=8a52db48 | {"reason": "HTTP异常", "status_code": 403, "detail": "签名无效或错误 (Invalid signature)。", "path": "/chat_yingshis_V10_23", "method": "POST"}
2025-12-25 19:59:51,195 | INFO | 成功获取请求 | 成功 | request_id=0fa96e9e | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 19:59:51,195 | INFO | 拒绝：乱码检测 | 拒绝 | request_id=0fa96e9e | {"reason": "乱码检测", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:00:06,559 | INFO | 错误：HTTP异常 | 失败 | request_id=11dc21ae | {"reason": "HTTP异常", "status_code": 403, "detail": "签名无效或错误 (Invalid signature)。", "path": "/chat_yingshis_V10_23", "method": "POST"}
2025-12-25 20:00:21,957 | INFO | 成功获取请求 | 成功 | request_id=d02c855e | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:00:21,957 | INFO | 拒绝：乱码检测 | 拒绝 | request_id=d02c855e | {"reason": "乱码检测", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:00:37,352 | INFO | 错误：HTTP异常 | 失败 | request_id=e0c3c097 | {"reason": "HTTP异常", "status_code": 403, "detail": "签名无效或错误 (Invalid signature)。", "path": "/chat_yingshis_V10_23", "method": "POST"}
2025-12-25 20:00:52,701 | INFO | 错误：HTTP异常 | 失败 | request_id=462f2d0e | {"reason": "HTTP异常", "status_code": 400, "detail": "请求数据格式不正确，无法处理。JSON解析错误: Invalid \\escape", "path": "/chat_yingshis_V10_23", "method": "POST"}
2025-12-25 20:01:08,147 | INFO | 成功获取请求 | 成功 | request_id=dbb3f7c4 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:01:08,149 | INFO | 成功获取数据库信息 | 成功 | request_id=dbb3f7c4 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:01:10,904 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=dbb3f7c4 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:01:10,909 | INFO | 成功输出给客户端 | 成功 | request_id=dbb3f7c4 | {"total_time_sec": 2.761, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:01:26,407 | INFO | 成功获取请求 | 成功 | request_id=976340f6 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:01:26,409 | INFO | 成功获取数据库信息 | 成功 | request_id=976340f6 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:01:28,986 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=976340f6 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:01:28,990 | INFO | 成功输出给客户端 | 成功 | request_id=976340f6 | {"total_time_sec": 2.582, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:01:44,331 | INFO | 成功获取请求 | 成功 | request_id=2a9ce880 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:01:44,332 | INFO | 拒绝：乱码检测 | 拒绝 | request_id=2a9ce880 | {"reason": "乱码检测", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:01:59,688 | INFO | 成功获取请求 | 成功 | request_id=78879dd1 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:01:59,690 | INFO | 成功获取数据库信息 | 成功 | request_id=78879dd1 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:02:01,978 | INFO | 自我介绍：固定文案回复 | 成功 | request_id=78879dd1 | {"reason": "self_intro", "intent_type": "self_intro", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:02:01,984 | INFO | 成功输出给客户端 | 成功 | request_id=78879dd1 | {"total_time_sec": 2.295, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:02:17,910 | INFO | 成功获取请求 | 成功 | request_id=71fe65f0 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:02:17,912 | INFO | 成功获取数据库信息 | 成功 | request_id=71fe65f0 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:02:20,718 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=71fe65f0 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:02:20,724 | INFO | 成功输出给客户端 | 成功 | request_id=71fe65f0 | {"total_time_sec": 2.813, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:02:36,105 | INFO | 成功获取请求 | 成功 | request_id=5abbf2c9 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:02:36,107 | INFO | 成功获取数据库信息 | 成功 | request_id=5abbf2c9 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.0}
2025-12-25 20:02:38,822 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=5abbf2c9 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:02:38,827 | INFO | 成功输出给客户端 | 成功 | request_id=5abbf2c9 | {"total_time_sec": 2.721, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:02:54,290 | INFO | 成功获取请求 | 成功 | request_id=9d628e7e | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:02:54,292 | INFO | 成功获取数据库信息 | 成功 | request_id=9d628e7e | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:02:57,054 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=9d628e7e | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:02:57,059 | INFO | 成功输出给客户端 | 成功 | request_id=9d628e7e | {"total_time_sec": 2.767, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:03:12,469 | INFO | 成功获取请求 | 成功 | request_id=e3c78cdb | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:03:12,471 | INFO | 成功获取数据库信息 | 成功 | request_id=e3c78cdb | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:03:15,696 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=e3c78cdb | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:03:15,701 | INFO | 成功输出给客户端 | 成功 | request_id=e3c78cdb | {"total_time_sec": 3.231, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:03:31,082 | INFO | 成功获取请求 | 成功 | request_id=fe9b7006 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:03:31,083 | INFO | 成功获取数据库信息 | 成功 | request_id=fe9b7006 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.0}
2025-12-25 20:03:34,108 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=fe9b7006 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:03:34,113 | INFO | 成功输出给客户端 | 成功 | request_id=fe9b7006 | {"total_time_sec": 3.03, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:03:49,446 | INFO | 成功获取请求 | 成功 | request_id=2f0a3f13 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:03:49,447 | INFO | 成功获取数据库信息 | 成功 | request_id=2f0a3f13 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:03:51,896 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=2f0a3f13 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:03:51,901 | INFO | 成功输出给客户端 | 成功 | request_id=2f0a3f13 | {"total_time_sec": 2.454, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:04:07,333 | INFO | 成功获取请求 | 成功 | request_id=650c8900 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:04:07,335 | INFO | 成功获取数据库信息 | 成功 | request_id=650c8900 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:04:10,671 | INFO | 拒绝：历史时间查询 | 拒绝 | request_id=650c8900 | {"reason": "历史时间查询", "end_date": "2024-12-31", "current_date": "2025-12-25", "time_range": {"has_time_range": true, "end_date": "2024-12-31", "time_expression": "去年", "reason": "用户询问去年生日的情况，'去年'表示当前年份减1的全年，结束日期为2024-12-31。注意：这是历史时间（结束日期小于当前日期），计算天数差：从2025-12-25到2024-12-31的绝对值 = 360天 > 30天，因此time_span_type='long_term'", "time_span_type": "long_term"}, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:04:10,675 | INFO | 成功输出给客户端 | 成功 | request_id=650c8900 | {"total_time_sec": 3.341, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:04:26,087 | INFO | 成功获取请求 | 成功 | request_id=3963b899 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:04:26,089 | INFO | 成功获取数据库信息 | 成功 | request_id=3963b899 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:04:29,042 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=3963b899 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:04:29,047 | INFO | 成功输出给客户端 | 成功 | request_id=3963b899 | {"total_time_sec": 2.959, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:04:44,449 | INFO | 成功获取请求 | 成功 | request_id=5abe87a1 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:04:44,451 | INFO | 成功获取数据库信息 | 成功 | request_id=5abe87a1 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:04:46,717 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=5abe87a1 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:04:46,721 | INFO | 成功输出给客户端 | 成功 | request_id=5abe87a1 | {"total_time_sec": 2.272, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:05:02,170 | INFO | 成功获取请求 | 成功 | request_id=68d7ff43 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:05:02,172 | INFO | 成功获取数据库信息 | 成功 | request_id=68d7ff43 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:05:04,087 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=68d7ff43 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:05:04,092 | INFO | 成功输出给客户端 | 成功 | request_id=68d7ff43 | {"total_time_sec": 1.921, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:05:19,555 | INFO | 成功获取请求 | 成功 | request_id=99ea5618 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:05:19,557 | INFO | 成功获取数据库信息 | 成功 | request_id=99ea5618 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:05:22,378 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=99ea5618 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:05:22,384 | INFO | 成功输出给客户端 | 成功 | request_id=99ea5618 | {"total_time_sec": 2.828, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:05:37,800 | INFO | 成功获取请求 | 成功 | request_id=4753d6da | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:05:37,801 | INFO | 拒绝：金融投资彩票固定回复 | 拒绝 | request_id=4753d6da | {"reason": "finance_or_lottery", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:05:53,275 | INFO | 成功获取请求 | 成功 | request_id=ef8540c8 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:05:53,277 | INFO | 成功获取数据库信息 | 成功 | request_id=ef8540c8 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:05:56,353 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=ef8540c8 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:05:56,357 | INFO | 成功输出给客户端 | 成功 | request_id=ef8540c8 | {"total_time_sec": 3.081, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:06:11,706 | INFO | 成功获取请求 | 成功 | request_id=3d2c6fc3 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:06:11,707 | INFO | 成功获取数据库信息 | 成功 | request_id=3d2c6fc3 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.0}
2025-12-25 20:06:14,048 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=3d2c6fc3 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:06:14,052 | INFO | 成功输出给客户端 | 成功 | request_id=3d2c6fc3 | {"total_time_sec": 2.346, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:06:29,483 | INFO | 成功获取请求 | 成功 | request_id=d2a1ed10 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:06:29,485 | INFO | 成功获取数据库信息 | 成功 | request_id=d2a1ed10 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.0}
2025-12-25 20:06:32,621 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=d2a1ed10 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:06:32,626 | INFO | 成功输出给客户端 | 成功 | request_id=d2a1ed10 | {"total_time_sec": 3.141, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:06:48,014 | INFO | 成功获取请求 | 成功 | request_id=9c087436 | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
2025-12-25 20:06:48,016 | INFO | 成功获取数据库信息 | 成功 | request_id=9c087436 | {"session_id": "d48e039636af42ffa49400916993b32a", "duration_sec": 0.001}
2025-12-25 20:06:50,794 | INFO | 拒绝：常识性知识问题 | 拒绝 | request_id=9c087436 | {"reason": "常识性知识问题", "intent_type": "general_knowledge", "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:06:50,800 | INFO | 成功输出给客户端 | 成功 | request_id=9c087436 | {"total_time_sec": 2.784, "session_id": "d48e039636af42ffa49400916993b32a"}
2025-12-25 20:07:06,235 | INFO | 成功获取请求 | 成功 | request_id=db792a6e | {"endpoint": "/chat_yingshis_V10_23", "duration_sec": 0.0}
